fecha,hora,temperatura,velocidad,presion,unidades_producidas,numero_fallos,ventas
2025-05-05,03:20:30,67.0,1503.0,31.74,0,0,0.0
2025-05-05,03:21:00,70.03,1284.76,27.5,0,0,0.0
2025-05-05,03:21:30,70.23,1587.65,26.93,1,0,2086.11
2025-05-05,03:22:00,67.75,1343.85,33.16,0,0,0.0
2025-05-05,03:22:30,73.11,1650.34,28.78,2,0,4313.92
2025-05-05,03:23:00,64.66,1466.99,32.27,0,0,0.0
2025-05-05,03:23:30,69.29,1478.83,29.69,2,0,4376.32
2025-05-05,03:24:00,70.6,1437.23,29.68,3,0,6549.93
2025-05-05,03:24:30,72.57,1471.2,30.88,1,0,1852.09
2025-05-05,03:25:00,73.56,1641.85,28.23,1,0,1889.02
2025-05-05,03:25:30,64.38,1251.22,30.26,1,0,1899.62
2025-05-05,03:26:00,62.33,1627.7,29.24,2,0,3811.22
2025-05-05,03:26:30,76.39,1533.8,27.36,1,0,2032.35
2025-05-05,03:27:00,71.66,1379.3,30.67,1,0,1943.32
2025-05-05,03:27:30,66.26,1392.47,29.47,0,0,0.0
2025-05-05,03:28:00,77.76,1667.64,29.69,3,0,6571.41
2025-05-05,03:28:30,70.58,1405.45,27.58,1,0,1999.35
2025-05-05,03:29:00,75.9,1384.66,33.18,0,0,0.0
2025-05-05,03:29:30,70.34,1613.73,31.75,0,0,0.0
2025-05-05,03:30:00,80.3,1533.86,31.93,2,0,3909.86
2025-05-05,03:30:30,78.78,1406.21,29.39,0,0,0.0
2025-05-05,03:31:00,68.76,1521.66,26.54,0,0,0.0
2025-05-05,03:31:30,74.86,1397.42,33.91,1,0,1935.54
2025-05-05,03:32:00,73.23,1610.08,29.88,0,0,0.0
2025-05-05,03:32:30,76.84,1606.14,28.5,1,0,2008.92
2025-05-05,03:33:00,65.18,1553.2,30.83,2,0,4012.6
2025-05-05,03:33:30,73.43,1536.17,32.33,2,0,4104.74
2025-05-05,03:34:00,75.29,1676.12,29.95,0,0,0.0
2025-05-05,03:34:30,61.21,1499.97,32.56,1,0,2041.14
2025-05-05,03:35:00,64.08,1381.81,32.17,0,0,0.0
2025-05-05,03:35:30,59.8,1544.95,27.85,1,0,2020.0
2025-05-05,03:36:00,68.65,1708.6,28.65,3,0,6287.219999999999
2025-05-05,03:36:30,73.59,1398.52,31.92,2,0,3755.12
2025-05-05,03:37:00,77.51,1463.85,24.57,0,0,0.0
2025-05-05,03:37:30,70.37,1541.64,29.7,0,0,0.0
2025-05-05,03:38:00,78.14,1494.61,27.14,2,0,3897.14
2025-05-05,03:38:30,63.1,1401.77,29.05,1,0,2089.98
2025-05-05,03:39:00,61.48,1612.19,29.4,2,0,3855.92
2025-05-05,03:39:30,69.72,1732.0,29.28,1,0,1944.46
2025-05-05,03:40:00,71.92,1519.61,28.9,3,0,5787.03
2025-05-05,03:40:30,69.84,1409.59,27.81,0,0,0.0
2025-05-05,03:41:00,59.66,1345.1,34.58,1,0,1950.76
2025-05-05,03:41:30,69.55,1525.8,33.73,3,0,6138.0
2025-05-05,03:42:00,63.48,1610.39,27.68,3,0,6592.710000000001
2025-05-05,03:42:30,73.35,1547.52,33.16,0,0,0.0
2025-05-05,03:43:00,71.83,1499.76,29.2,0,1,0.0
2025-05-05,03:43:30,65.3,1441.07,30.26,3,0,6501.42
2025-05-05,03:44:00,67.43,1390.78,29.87,0,0,0.0
2025-05-05,03:44:30,64.7,1583.48,28.68,4,0,7993.28
2025-05-05,03:45:00,69.69,1591.38,31.97,2,0,4128.42
2025-05-05,03:45:30,74.78,1345.43,30.25,0,0,0.0
2025-05-05,03:46:00,65.07,1658.98,29.05,0,0,0.0
2025-05-05,03:46:30,72.52,1557.41,27.39,0,0,0.0
2025-05-05,03:47:00,67.35,1639.96,28.21,1,0,2224.06
2025-05-05,03:47:30,66.04,1365.79,26.72,0,0,0.0
2025-05-05,03:48:00,69.46,1363.42,30.02,0,0,0.0
2025-05-05,03:48:30,64.82,1485.1,27.61,1,0,1895.61
2025-05-05,03:49:00,67.23,1550.28,29.47,1,0,2055.98
2025-05-05,03:49:30,64.01,1679.64,32.74,0,0,0.0
2025-05-05,03:50:00,79.82,1570.61,32.4,1,0,2108.68
2025-05-05,03:50:30,70.18,1475.73,29.94,0,0,0.0
2025-05-05,03:51:00,66.5,1397.36,29.83,0,0,0.0
2025-05-05,03:51:30,71.07,1623.0,33.76,2,0,3838.54
2025-05-05,03:52:00,69.44,1403.53,31.04,0,0,0.0
2025-05-05,03:52:30,68.9,1662.85,29.34,2,0,3959.34
2025-05-05,03:53:00,73.07,1471.56,27.15,3,0,6356.280000000001
2025-05-05,03:53:30,73.79,1659.06,30.79,1,0,1985.03
2025-05-05,03:54:00,67.35,1567.89,31.66,2,0,3806.46
2025-05-05,03:54:30,67.12,1486.3,28.74,5,0,9848.35
2025-05-05,03:55:00,68.62,1448.06,30.58,2,0,3806.4
2025-05-05,03:55:30,58.49,1465.91,29.27,0,0,0.0
2025-05-05,03:56:00,62.42,1542.83,29.63,1,0,2020.09
2025-05-05,03:56:30,76.83,1507.72,25.02,1,0,2051.16
2025-05-05,03:57:00,78.22,1440.62,29.56,0,0,0.0
2025-05-05,03:57:30,68.75,1483.44,31.94,1,0,1998.26
2025-05-05,03:58:00,72.88,1507.86,28.74,2,0,3882.68
2025-05-05,03:58:30,71.56,1287.13,30.11,0,0,0.0
2025-05-05,03:59:00,85.39,1545.82,28.49,1,0,2013.27
2025-05-05,03:59:30,75.6,1402.03,30.72,1,0,1944.95
2025-05-05,04:00:00,69.36,1384.67,29.57,0,0,0.0
2025-05-05,04:00:30,65.22,1331.27,28.12,1,1,2118.81
2025-05-05,04:01:00,61.97,1320.61,32.67,0,0,0.0
2025-05-05,04:01:30,71.02,1364.46,31.86,0,0,0.0
2025-05-05,04:02:00,66.22,1429.1,28.79,3,0,5711.25
2025-05-05,04:02:30,62.89,1695.33,31.0,0,0,0.0
2025-05-05,04:03:00,66.77,1447.41,31.07,3,0,5954.91
2025-05-05,04:03:30,64.59,1517.78,31.28,0,0,0.0
2025-05-05,04:04:00,78.44,1540.05,26.61,3,0,5647.29
2025-05-05,04:04:30,74.41,1513.11,32.01,4,0,7983.4
2025-05-05,04:05:00,69.96,1492.26,28.86,0,0,0.0
2025-05-05,04:05:30,77.4,1380.47,29.28,0,0,0.0
2025-05-05,04:06:00,70.39,1645.09,35.28,1,0,2066.51
2025-05-05,04:06:30,65.69,1680.72,30.6,1,0,2110.08
2025-05-05,04:07:00,77.62,1331.73,29.23,0,0,0.0
2025-05-05,04:07:30,72.69,1397.6,25.59,1,0,2040.11
2025-05-05,04:08:00,64.81,1472.02,32.78,0,0,0.0
2025-05-05,04:08:30,69.05,1403.55,27.31,1,0,1877.96
2025-05-05,04:09:00,65.62,1550.6,27.99,0,0,0.0
2025-05-05,04:09:30,63.09,1427.17,29.34,2,0,4213.74
2025-05-05,04:10:00,74.63,1716.51,32.83,1,0,1962.77
2025-05-05,04:10:30,79.55,1619.05,31.55,0,0,0.0
2025-05-05,04:11:00,63.01,1521.26,29.68,0,0,0.0
2025-05-05,04:11:30,72.81,1602.7,30.62,1,0,1960.59
2025-05-05,04:12:00,66.75,1610.59,28.8,1,0,2116.0
2025-05-05,04:12:30,67.56,1443.61,30.28,0,0,0.0
2025-05-05,04:13:00,67.04,1418.38,30.15,0,0,0.0
2025-05-05,04:13:30,65.68,1507.81,31.94,2,0,4371.76
2025-05-05,04:14:00,70.24,1586.16,31.93,0,0,0.0
2025-05-05,04:14:30,65.85,1513.91,30.99,1,0,2001.88
2025-05-05,04:15:00,71.35,1342.3,29.28,1,0,1914.45
2025-05-05,04:15:30,69.75,1419.72,31.48,1,0,2117.95
2025-05-05,04:16:00,68.81,1492.6,29.82,1,0,2051.73
2025-05-05,04:16:30,65.46,1492.43,27.84,1,0,2062.92
2025-05-05,04:17:00,67.12,1697.25,29.19,0,0,0.0
2025-05-05,04:17:30,73.78,1361.4,30.17,3,0,6250.23
2025-05-05,04:18:00,72.5,1550.56,31.82,3,0,6273.539999999999
2025-05-05,04:18:30,65.11,1648.91,29.63,0,0,0.0
2025-05-05,04:19:00,70.5,1727.14,27.58,2,0,3716.6
2025-05-05,04:19:30,73.76,1459.56,30.11,1,0,2058.14
2025-05-05,04:20:00,61.65,1549.14,30.23,1,0,1842.67
2025-05-05,04:20:30,72.72,1556.98,30.37,0,0,0.0
2025-05-05,04:21:00,66.69,1519.55,31.84,1,0,1955.28
2025-05-05,04:21:30,72.85,1490.12,32.04,2,0,4243.74
2025-05-05,04:22:00,66.18,1543.6,28.81,0,0,0.0
2025-05-05,04:22:30,60.98,1246.78,28.77,2,0,4221.46
2025-05-05,04:23:00,61.86,1568.21,27.92,0,0,0.0
2025-05-05,04:23:30,70.24,1512.62,31.4,1,0,2100.0
2025-05-05,04:24:00,71.3,1477.75,32.9,2,0,4412.06
2025-05-05,04:24:30,65.48,1704.69,29.37,1,0,1893.2
2025-05-05,04:25:00,73.19,1432.51,29.52,2,0,4058.4
2025-05-05,04:25:30,61.69,1459.69,32.93,1,0,2274.88
2025-05-05,04:26:00,69.67,1699.16,31.01,2,0,4013.32
2025-05-05,04:26:30,63.94,1416.79,30.87,0,0,0.0
2025-05-05,04:27:00,66.74,1444.99,27.62,2,0,4157.7
2025-05-05,04:27:30,70.24,1485.3,31.36,0,0,0.0
2025-05-05,04:28:00,65.7,1584.07,28.14,0,0,0.0
2025-05-05,04:28:30,68.08,1520.78,27.73,0,0,0.0
2025-05-05,04:29:00,75.03,1370.74,29.31,3,0,5399.13
2025-05-05,04:29:30,67.12,1446.78,28.83,1,0,1958.32
2025-05-05,04:30:00,74.18,1439.26,29.56,0,0,0.0
2025-05-05,04:30:30,64.35,1492.28,27.12,3,0,5893.049999999999
2025-05-05,04:31:00,72.65,1542.58,31.92,2,0,3861.26
2025-05-05,04:31:30,77.21,1541.82,32.26,0,0,0.0
2025-05-05,04:32:00,57.64,1322.4,26.11,2,0,3829.78
2025-05-05,04:32:30,66.02,1606.39,31.96,1,0,1877.78
2025-05-05,04:33:00,72.89,1525.26,28.38,0,0,0.0
2025-05-05,04:33:30,68.98,1638.45,31.71,2,0,3963.42
2025-05-05,04:34:00,71.86,1544.42,29.86,0,0,0.0
2025-05-05,04:34:30,66.98,1610.13,30.06,1,0,2063.7
2025-05-05,04:35:00,70.43,1546.65,29.63,2,0,4092.9
2025-05-05,04:35:30,69.22,1634.62,32.42,0,0,0.0
2025-05-05,04:36:00,75.84,1552.23,27.52,0,0,0.0
2025-05-05,04:36:30,71.27,1490.21,31.22,0,0,0.0
2025-05-05,04:37:00,71.69,1727.24,32.2,0,0,0.0
2025-05-05,04:37:30,67.94,1588.9,31.43,1,0,1971.72
2025-05-05,04:38:00,67.56,1557.37,34.65,1,0,2065.47
2025-05-05,04:38:30,67.84,1372.37,28.94,0,0,0.0
2025-05-05,04:39:00,71.97,1371.17,31.91,0,0,0.0
2025-05-05,04:39:30,67.9,1529.27,29.79,0,0,0.0
2025-05-05,04:40:00,71.45,1514.55,32.47,2,0,3817.54
2025-05-05,04:40:30,80.38,1438.59,29.98,0,0,0.0
2025-05-05,04:41:00,74.36,1514.1,29.22,3,0,6102.87
2025-05-05,04:41:30,68.37,1658.86,32.61,0,0,0.0
2025-05-05,04:42:00,76.01,1569.54,29.02,2,0,3903.2
2025-05-05,04:42:30,67.96,1385.9,27.17,2,0,4160.96
2025-05-05,04:43:00,59.81,1488.85,28.97,1,0,1967.19
2025-05-05,04:43:30,64.96,1419.5,31.24,0,0,0.0
2025-05-05,04:44:00,60.65,1461.23,32.78,1,0,2151.54
2025-05-05,04:44:30,68.24,1458.64,30.22,2,0,4152.86
2025-05-05,04:45:00,70.09,1452.24,32.64,2,0,3751.74
2025-05-05,04:45:30,78.38,1374.49,27.28,1,0,1942.75
2025-05-05,04:46:00,71.63,1487.23,29.11,1,0,2125.62
2025-05-05,04:46:30,68.9,1443.94,29.42,1,0,2014.19
2025-05-05,04:47:00,74.15,1207.06,29.77,1,0,1885.12
2025-05-05,04:47:30,58.94,1705.3,30.17,2,0,3836.2
2025-05-05,04:48:00,71.18,1608.88,31.38,1,0,2070.35
2025-05-05,04:48:30,73.85,1462.37,29.11,0,0,0.0
2025-05-05,04:49:00,62.61,1501.88,30.28,0,0,0.0
2025-05-05,04:49:30,75.72,1382.83,29.91,0,0,0.0
2025-05-05,04:50:00,71.69,1669.57,28.15,0,0,0.0
2025-05-05,04:50:30,67.92,1689.73,29.77,2,0,3951.3
2025-05-05,04:51:00,73.16,1515.67,29.71,3,0,5755.29
2025-05-05,04:51:30,81.35,1602.35,29.67,0,0,0.0
2025-05-05,04:52:00,70.91,1517.53,30.06,1,0,2033.54
2025-05-05,04:52:30,71.24,1366.33,30.15,0,0,0.0
2025-05-05,04:53:00,67.7,1458.82,29.14,0,0,0.0
2025-05-05,04:53:30,65.75,1513.19,32.55,0,0,0.0
2025-05-05,04:54:00,74.15,1454.55,27.66,0,0,0.0
2025-05-05,04:54:30,65.72,1478.13,28.56,1,0,1882.1
2025-05-05,04:55:00,70.36,1490.86,35.56,0,0,0.0
2025-05-05,04:55:30,67.61,1491.91,27.92,2,0,4251.14
2025-05-05,04:56:00,72.39,1505.23,27.29,0,0,0.0
2025-05-05,04:56:30,71.67,1393.94,31.47,0,0,0.0
2025-05-05,04:57:00,75.19,1428.3,25.85,1,0,2047.46
2025-05-05,04:57:30,67.45,1371.54,29.53,1,0,2005.17
2025-05-05,04:58:00,68.65,1597.78,34.29,1,0,1929.72
2025-05-05,04:58:30,65.11,1289.44,26.91,0,0,0.0
2025-05-05,04:59:00,67.78,1615.36,26.04,3,0,6056.88
2025-05-05,04:59:30,71.89,1638.63,27.0,0,0,0.0
2025-05-05,05:00:00,73.78,1469.78,31.8,0,0,0.0
2025-05-05,05:00:30,65.39,1239.69,32.25,1,0,1973.72
2025-05-05,05:01:00,74.35,1463.87,28.97,3,0,6013.4400000000005
2025-05-05,05:01:30,76.78,1493.58,31.37,1,0,2066.27
2025-05-05,05:02:00,72.07,1398.94,32.78,0,0,0.0
2025-05-05,05:02:30,79.38,1448.48,33.57,0,0,0.0
2025-05-05,05:03:00,66.13,1653.02,29.51,2,0,4134.8
2025-05-05,05:03:30,63.78,1566.49,25.4,0,0,0.0
2025-05-05,05:04:00,61.11,1407.54,28.36,2,0,4257.0
2025-05-05,05:04:30,77.48,1340.24,29.15,1,0,1984.41
2025-05-05,05:05:00,73.27,1467.3,29.48,1,0,1845.25
2025-05-05,05:05:30,69.72,1478.65,29.62,2,0,3903.92
2025-05-05,05:06:00,71.4,1549.62,32.24,1,0,2037.91
2025-05-05,05:06:30,64.37,1446.47,32.55,0,0,0.0
2025-05-05,05:07:00,82.23,1551.15,29.66,0,0,0.0
2025-05-05,05:07:30,70.65,1693.52,32.2,1,0,2074.01
2025-05-05,05:08:00,70.55,1581.55,30.72,1,0,1979.78
2025-05-05,05:08:30,73.63,1495.19,30.13,1,0,1906.29
2025-05-05,05:09:00,72.41,1481.68,31.81,0,0,0.0
2025-05-05,05:09:30,71.12,1464.33,30.14,2,0,4282.96
2025-05-05,05:10:00,66.05,1618.06,34.12,0,0,0.0
2025-05-05,05:10:30,72.36,1437.27,27.12,1,0,1798.01
2025-05-05,05:11:00,79.41,1504.52,28.97,3,0,6327.299999999999
2025-05-05,05:11:30,76.73,1505.12,29.75,1,0,2025.01
2025-05-05,05:12:00,77.97,1449.82,30.88,0,0,0.0
2025-05-05,05:12:30,67.44,1362.75,32.54,0,0,0.0
2025-05-05,05:13:00,65.05,1532.3,29.95,0,0,0.0
2025-05-05,05:13:30,69.37,1493.9,27.16,0,0,0.0
2025-05-05,05:14:00,70.28,1550.02,31.69,0,0,0.0
2025-05-05,05:14:30,75.47,1446.64,31.51,2,0,3722.34
2025-05-05,05:15:00,61.54,1622.08,26.12,0,0,0.0
2025-05-05,05:15:30,77.65,1412.32,29.99,0,0,0.0
2025-05-05,05:16:00,69.21,1671.2,26.82,1,0,2013.95
2025-05-05,05:16:30,67.87,1325.24,28.67,2,0,4156.5
2025-05-05,05:17:00,64.94,1543.48,28.19,0,0,0.0
2025-05-05,05:17:30,61.73,1547.54,31.62,2,0,3915.82
2025-05-05,05:18:00,74.12,1420.44,30.23,1,0,1992.95
2025-05-05,05:18:30,70.37,1542.44,27.43,1,0,1948.86
2025-05-05,05:19:00,63.55,1627.95,31.76,0,0,0.0
2025-05-05,05:19:30,63.52,1278.32,27.13,2,0,3806.54
2025-05-05,05:20:00,68.32,1550.27,30.66,0,0,0.0
2025-05-05,05:20:30,78.35,1250.67,28.37,0,0,0.0
2025-05-05,05:21:00,68.7,1403.43,29.27,0,0,0.0
2025-05-05,05:21:30,62.48,1662.92,31.01,0,0,0.0
2025-05-05,05:22:00,68.77,1441.82,31.04,4,0,8045.4
2025-05-05,05:22:30,68.64,1382.61,32.67,2,0,4048.22
2025-05-05,05:23:00,56.52,1480.21,29.84,1,0,1830.06
2025-05-05,05:23:30,69.73,1706.79,30.61,2,0,3638.54
2025-05-05,05:24:00,68.85,1316.83,29.12,1,0,2014.41
2025-05-05,05:24:30,73.48,1394.87,30.36,1,0,2078.97
2025-05-05,05:25:00,79.24,1649.74,30.88,0,0,0.0
2025-05-05,05:25:30,75.63,1685.77,29.8,0,0,0.0
2025-05-05,05:26:00,68.66,1489.66,26.39,1,0,2073.49
2025-05-05,05:26:30,64.47,1376.09,30.66,1,0,1909.17
2025-05-05,05:27:00,82.87,1709.58,30.73,2,0,4006.16
2025-05-05,05:27:30,70.3,1659.44,28.64,1,0,2247.69
2025-05-05,05:28:00,70.07,1567.89,27.43,2,0,3751.48
2025-05-05,05:28:30,69.88,1418.76,32.95,2,0,4105.66
2025-05-05,05:29:00,70.99,1495.1,30.98,1,0,1967.73
2025-05-05,05:29:30,69.28,1483.96,29.54,2,0,4141.38
2025-05-05,05:30:00,67.13,1533.09,27.73,0,0,0.0
2025-05-05,05:30:30,67.27,1645.1,28.36,0,1,0.0
2025-05-05,05:31:00,69.84,1587.94,32.61,1,0,2111.89
2025-05-05,05:31:30,67.28,1392.26,30.28,2,0,4444.24
2025-05-05,05:32:00,66.44,1637.65,28.9,2,0,4013.26
2025-05-05,05:32:30,70.53,1531.31,31.02,0,0,0.0
2025-05-05,05:33:00,68.73,1568.71,28.37,1,0,1940.96
2025-05-05,05:33:30,77.52,1646.65,33.0,1,0,2001.93
2025-05-05,05:34:00,56.75,1388.84,32.71,2,0,3964.66
2025-05-05,05:34:30,75.46,1496.42,29.07,2,0,4159.38
2025-05-05,05:35:00,76.23,1446.85,28.74,2,0,4240.94
2025-05-05,05:35:30,59.63,1343.21,24.76,0,0,0.0
2025-05-05,05:36:00,68.29,1534.67,27.04,0,0,0.0
2025-05-05,05:36:30,68.14,1751.16,27.32,1,0,2153.0
2025-05-05,05:37:00,62.96,1315.99,30.27,1,0,2084.69
2025-05-05,05:37:30,66.11,1496.77,29.35,0,0,0.0
2025-05-05,05:38:00,64.45,1564.05,27.31,3,0,5816.46
2025-05-05,05:38:30,78.76,1512.31,29.44,1,0,1918.76
2025-05-05,05:39:00,74.68,1488.69,31.01,2,0,4189.84
2025-05-05,05:39:30,76.36,1370.08,31.06,1,0,1878.82
2025-05-05,05:40:00,73.61,1523.28,26.2,4,0,8270.72
2025-05-05,05:40:30,64.35,1424.32,29.74,0,0,0.0
2025-05-05,05:41:00,67.38,1281.01,27.23,0,0,0.0
2025-05-05,05:41:30,72.45,1619.46,31.8,2,0,4003.44
2025-05-05,05:42:00,63.89,1595.84,31.57,1,0,2133.36
2025-05-05,05:42:30,73.56,1505.17,28.2,0,0,0.0
2025-05-05,05:43:00,68.8,1522.91,28.47,1,0,2143.51
2025-05-05,05:43:30,68.13,1607.43,29.08,1,0,2146.08
2025-05-05,05:44:00,73.55,1522.43,25.49,1,0,2014.36
2025-05-05,05:44:30,72.22,1590.4,30.67,0,0,0.0
2025-05-05,05:45:00,68.2,1470.25,29.45,2,0,3789.5
2025-05-05,05:45:30,75.8,1631.2,31.94,0,0,0.0
2025-05-05,05:46:00,64.59,1532.08,27.8,1,0,1891.63
2025-05-05,05:46:30,73.08,1519.41,28.76,2,0,4013.76
2025-05-05,05:47:00,72.97,1372.99,26.99,1,0,1944.03
2025-05-05,05:47:30,68.45,1528.7,27.99,0,0,0.0
2025-05-05,05:48:00,71.63,1416.8,27.64,1,0,2049.27
2025-05-05,05:48:30,63.74,1436.17,31.99,1,0,1969.59
2025-05-05,05:49:00,74.62,1418.46,28.6,1,0,1887.82
2025-05-05,05:49:30,69.08,1393.38,30.25,0,0,0.0
2025-05-05,05:50:00,67.39,1712.48,29.24,1,0,1910.15
2025-05-05,05:50:30,75.25,1633.13,27.46,1,0,1972.92
2025-05-05,05:51:00,66.48,1692.04,29.66,0,0,0.0
2025-05-05,05:51:30,62.96,1377.71,31.2,2,0,3945.9
2025-05-05,05:52:00,62.22,1507.13,27.58,2,0,4354.2
2025-05-05,05:52:30,73.03,1370.65,31.62,0,0,0.0
2025-05-05,05:53:00,63.6,1430.43,28.3,1,0,1942.07
2025-05-05,05:53:30,78.77,1408.19,29.03,1,0,1888.89
2025-05-05,05:54:00,59.59,1623.96,31.06,0,0,0.0
2025-05-05,05:54:30,78.48,1460.38,28.67,1,0,2115.33
2025-05-05,05:55:00,71.06,1606.84,30.08,1,0,1950.98
2025-05-05,05:55:30,69.52,1560.41,29.37,4,0,8363.24
2025-05-05,05:56:00,67.28,1730.36,30.26,0,0,0.0
2025-05-05,05:56:30,72.0,1352.06,25.24,1,0,1922.6
2025-05-05,05:57:00,69.81,1625.92,26.34,1,0,1932.39
2025-05-05,05:57:30,75.52,1614.64,31.23,2,0,4142.54
2025-05-05,05:58:00,70.57,1402.66,32.07,0,0,0.0
2025-05-05,05:58:30,70.75,1600.71,28.18,1,0,1931.39
2025-05-05,05:59:00,68.18,1533.61,29.51,0,0,0.0
2025-05-05,05:59:30,69.72,1477.25,30.59,0,0,0.0
2025-05-05,06:00:00,71.54,1417.61,31.39,4,0,7374.04
2025-05-05,06:00:30,61.45,1428.09,25.94,1,0,2076.56
2025-05-05,06:01:00,63.26,1704.98,28.23,0,0,0.0
2025-05-05,06:01:30,73.72,1500.07,29.33,0,0,0.0
2025-05-05,06:02:00,70.85,1578.21,31.41,2,0,3995.22
2025-05-05,06:02:30,69.08,1420.91,35.0,2,1,3851.68
2025-05-05,06:03:00,70.09,1422.01,29.54,1,0,2168.88
2025-05-05,06:03:30,71.74,1608.2,27.19,2,0,3882.92
2025-05-05,06:04:00,67.3,1365.04,30.8,0,0,0.0
2025-05-05,06:04:30,66.11,1458.48,32.64,2,0,4101.58
2025-05-05,06:05:00,70.98,1503.4,30.22,2,0,3867.92
2025-05-05,06:05:30,65.11,1511.14,28.19,2,0,3844.1
2025-05-05,06:06:00,72.04,1482.09,31.92,0,0,0.0
2025-05-05,06:06:30,61.49,1539.58,31.33,0,0,0.0
2025-05-05,06:07:00,75.15,1569.29,27.95,3,0,5562.8099999999995
2025-05-05,06:07:30,72.36,1573.46,30.76,0,0,0.0
2025-05-05,06:08:00,71.28,1401.42,31.99,0,0,0.0
2025-05-05,06:08:30,74.91,1471.58,32.36,2,0,3947.16
2025-05-05,06:09:00,78.33,1619.48,29.87,0,0,0.0
2025-05-05,06:09:30,75.07,1589.46,29.28,2,0,4101.18
2025-05-05,06:10:00,60.8,1362.71,32.45,1,0,2097.33
2025-05-05,06:10:30,63.6,1535.15,27.58,0,0,0.0
2025-05-05,06:11:00,66.88,1302.18,30.88,0,0,0.0
2025-05-05,06:11:30,70.13,1504.69,27.26,1,0,1949.33
2025-05-05,06:12:00,72.59,1689.78,32.13,0,0,0.0
2025-05-05,06:12:30,66.37,1405.21,29.48,0,0,0.0
2025-05-05,06:13:00,70.93,1416.57,32.54,3,0,5997.99
2025-05-05,06:13:30,66.22,1576.4,30.98,0,0,0.0
2025-05-05,06:14:00,66.94,1345.72,27.55,0,0,0.0
2025-05-05,06:14:30,62.97,1436.72,32.85,0,0,0.0
2025-05-05,06:15:00,65.38,1559.64,33.1,1,0,1864.22
2025-05-05,06:15:30,63.24,1436.57,31.76,2,0,3926.06
2025-05-05,06:16:00,65.12,1476.4,28.48,0,0,0.0
2025-05-05,06:16:30,75.27,1574.42,29.39,1,0,1914.84
2025-05-05,06:17:00,65.25,1542.15,30.29,0,0,0.0
2025-05-05,06:17:30,83.16,1526.68,28.59,1,0,1946.37
2025-05-05,06:18:00,72.47,1466.09,33.38,0,0,0.0
2025-05-05,06:18:30,70.92,1537.01,30.29,2,0,4035.64
2025-05-05,06:19:00,65.71,1487.63,24.59,0,0,0.0
2025-05-05,06:19:30,73.5,1545.78,30.68,1,0,2045.6
2025-05-05,06:20:00,67.12,1450.31,29.3,1,0,1919.65
2025-05-05,06:20:30,70.61,1481.74,29.85,0,0,0.0
2025-05-05,06:21:00,82.8,1401.0,29.26,2,0,4015.72
2025-05-05,06:21:30,69.52,1496.5,31.61,0,0,0.0
2025-05-05,06:22:00,75.75,1418.9,32.24,0,0,0.0
2025-05-05,06:22:30,66.48,1388.6,30.57,0,0,0.0
2025-05-05,06:23:00,69.83,1525.87,29.32,2,0,4332.58
2025-05-05,06:23:30,78.85,1521.27,29.92,3,0,5738.82
2025-05-05,06:24:00,66.87,1578.29,30.04,0,0,0.0
2025-05-05,06:24:30,79.06,1456.89,28.4,1,0,2020.1
2025-05-05,06:25:00,73.54,1540.81,31.16,3,0,6387.33
2025-05-05,06:25:30,67.19,1555.08,30.92,1,0,2190.18
2025-05-05,06:26:00,73.16,1544.48,33.08,1,0,1886.74
2025-05-05,06:26:30,74.86,1417.43,32.51,2,0,4255.16
2025-05-05,06:27:00,73.11,1514.94,28.63,2,0,3718.22
2025-05-05,06:27:30,62.15,1536.41,31.64,1,0,1895.28
2025-05-05,06:28:00,66.36,1500.72,28.1,2,0,3839.32
2025-05-05,06:28:30,68.76,1291.35,31.39,0,0,0.0
2025-05-05,06:29:00,69.63,1516.05,28.97,1,0,2003.3
2025-05-05,06:29:30,73.1,1721.25,27.95,0,0,0.0
2025-05-05,06:30:00,70.89,1464.0,30.56,1,0,2014.62
2025-05-05,06:30:30,63.32,1427.19,24.65,0,0,0.0
2025-05-05,06:31:00,71.9,1537.33,26.5,1,0,2066.82
2025-05-05,06:31:30,73.05,1531.24,29.65,0,0,0.0
2025-05-05,06:32:00,72.8,1619.27,30.16,0,0,0.0
2025-05-05,06:32:30,75.4,1374.21,29.26,2,0,3995.72
2025-05-05,06:33:00,74.17,1573.14,26.84,0,0,0.0
2025-05-05,06:33:30,72.3,1559.04,28.36,0,0,0.0
2025-05-05,06:34:00,69.65,1485.79,30.78,0,0,0.0
2025-05-05,06:34:30,61.7,1533.87,31.16,2,0,3864.26
2025-05-05,06:35:00,72.15,1602.95,29.97,0,0,0.0
2025-05-05,06:35:30,71.04,1587.23,32.31,0,0,0.0
2025-05-05,06:36:00,71.36,1385.7,30.79,2,0,3758.36
2025-05-05,06:36:30,63.62,1582.02,28.51,2,0,3702.04
2025-05-05,06:37:00,64.59,1493.53,29.44,0,0,0.0
2025-05-05,06:37:30,75.27,1507.29,27.19,2,0,4228.38
2025-05-05,06:38:00,69.8,1507.32,29.78,3,0,6338.549999999999
2025-05-05,06:38:30,73.41,1484.98,32.22,1,0,2011.09
2025-05-05,06:39:00,70.14,1619.17,31.37,2,0,4401.78
2025-05-05,06:39:30,70.15,1491.63,32.8,2,0,3979.04
2025-05-05,06:40:00,74.69,1388.05,29.39,1,0,1986.14
2025-05-05,06:40:30,67.42,1460.65,32.69,2,0,3486.52
2025-05-05,06:41:00,70.48,1517.87,29.61,0,0,0.0
